# Episode,Reward,Timestep
1493,424.11,330344
1494,403.78,330392
1495,450.17,330432
1496,370.42,331104
1497,495.14,331600
1498,517.89,331656
1499,673.39,331856
1500,766.20,331928
1501,329.28,332048
1502,368.95,332104
1503,480.36,332120
1504,489.86,332816
1505,382.90,333144
1506,371.36,333288
1507,465.30,333568
1508,321.99,333584
1509,412.77,333608
1510,696.38,333864
1511,484.41,334016
1512,493.30,334824
1513,493.69,335080
1514,733.97,335152
1515,498.68,335400
1516,471.84,335408
1517,421.84,335464
1518,486.05,335496
1519,464.73,335872
1520,494.40,336464
1521,476.16,336680
1522,485.77,336792
1523,483.81,337136
1524,445.89,337152
1525,562.88,337152
1526,391.66,337272
1527,520.21,337528
1528,460.15,338240
1529,381.92,338328
1530,421.99,338512
1531,387.92,338808
1532,439.61,339160
1533,606.94,339160
1534,662.26,339280
1535,425.88,339440
1536,474.88,339680
1537,317.43,339920
1538,219.33,340112
1539,494.14,340120
1540,503.10,340576
1541,348.89,340864
1542,386.91,340984
1543,440.84,341272
1544,300.95,341528
1545,506.95,341632
1546,410.91,341648
1547,493.39,341848
1548,309.47,341936
1549,383.82,342480
1550,476.95,342488
1551,492.78,342904
1552,421.00,343184
1553,395.45,343256
1554,509.41,343416
1555,385.58,343536
1556,545.41,343544
1557,529.66,344000
1558,485.39,344080
1559,401.99,344888
1560,717.42,345192
1561,738.66,345264
1562,465.03,345280
1563,468.44,345336
1564,483.18,345536
1565,365.29,345760
1566,829.60,346008
1567,536.76,346896
1568,394.71,346976
1569,431.63,347032
1570,663.81,347272
1571,489.94,347296
1572,686.64,347344
1573,364.78,347496
1574,483.29,347720
1575,494.36,348424
1576,468.85,348696
1577,718.36,348904
1578,499.40,349016
1579,524.75,349048
1580,500.36,349152
1581,549.79,349280
1582,437.63,349408
1583,463.17,350272
1584,451.74,350376
1585,422.58,350736
1586,518.71,350864
1587,407.67,350864
1588,395.84,350896
1589,401.87,350912
1590,381.18,351112
1591,396.30,352144
1592,486.04,352160
1593,411.66,352296
1594,524.75,352552
1595,456.56,352728
1596,398.07,352744
1597,679.67,352904
1598,410.38,352928
1599,245.78,353592
1600,398.29,354032
1601,728.69,354168
1602,491.78,354256
1603,482.30,354480
1604,438.95,354552
1605,547.84,354616
1606,506.49,354912
1607,424.75,354944
1608,269.92,355352
1609,504.05,355936
1610,507.50,356104
1611,425.52,356136
1612,502.25,356400
1613,541.39,356560
1614,467.84,356664
1615,461.88,356792
1616,435.08,356856
1617,477.60,357688
1618,503.28,357728
1619,430.16,357912
1620,365.32,358064
1621,538.32,358320
1622,484.59,358360
1623,454.65,358552
1624,619.47,358672
1625,265.03,359528
1626,296.53,359592
1627,413.88,359696
1628,625.32,359736
1629,370.08,360072
1630,444.43,360088
1631,421.55,360336
1632,644.96,360560
1633,487.42,361160
1634,546.18,361400
1635,453.05,361600
1636,497.79,361688
1637,757.91,361744
1638,438.67,361808
1639,482.55,362344
1640,483.95,362520
1641,479.12,362936
1642,510.62,363408
1643,537.62,363528
1644,775.94,363608
1645,694.50,363696
1646,597.55,363752
1647,410.63,364240
1648,377.11,364480
1649,498.30,364536
1650,277.54,364928
1651,457.61,365080
1652,405.91,365192
1653,464.90,365384
1654,422.46,365432
1655,411.45,366040
1656,578.29,366280
1657,648.03,366544
1658,445.88,366696
1659,433.57,366776
1660,508.60,366824
1661,469.68,367000
1662,586.61,367200
1663,414.01,367728
1664,515.63,368088
1665,517.36,368400
1666,509.36,368424
1667,399.29,368440
1668,515.99,368520
1669,489.75,368960
1670,513.60,368984
1671,512.90,369544
1672,495.85,369792
1673,367.13,370000
1674,498.20,370192
1675,567.71,370408
1676,726.02,370432
1677,471.08,370904
1678,377.30,370968
1679,725.74,370968
1680,334.54,371640
1681,472.66,371744
1682,601.00,371800
1683,515.66,372128
1684,750.52,372416
1685,414.45,372440
1686,495.32,372600
1687,538.51,372672
1688,468.78,373368
1689,446.94,373432
1690,408.95,373544
1691,282.31,373656
1692,362.44,374000
1693,478.38,374104
1694,522.46,374184
1695,528.74,374328
1696,307.56,374920
1697,431.44,374992
1698,413.34,375208
1699,399.04,375304
1700,529.21,375592
1701,457.92,375752
1702,502.86,375984
1703,522.05,376008
1704,529.85,376536
1705,646.57,377000
1706,476.64,377152
1707,356.46,377200
1708,314.60,377208
1709,694.97,377312
1710,395.35,377640
1711,516.84,378016
1712,461.04,378368
1713,512.49,378768
1714,515.13,378856
1715,395.17,378920
1716,491.94,378968
1717,682.99,379008
1718,464.05,379272
1719,431.54,379776
1720,336.55,379936
1721,398.39,380432
1722,526.20,380496
1723,504.09,380856
1724,719.65,380976
1725,667.75,381016
1726,324.84,381136
1727,485.38,381168
1728,458.10,381536
1729,548.74,382256
1730,243.83,382352
1731,319.00,382400
1732,631.40,382440
1733,501.62,382648
1734,343.21,382672
1735,459.53,382880
1736,387.95,383144
1737,490.07,383840
1738,460.91,383936
1739,447.09,384144
1740,509.47,384176
1741,471.26,384192
1742,528.12,384336
1743,503.34,384488
1744,527.40,384592
1745,522.21,385472
1746,315.33,385552
1747,411.71,385560
1748,442.69,385672
1749,416.71,385984
1750,415.62,386088
1751,292.19,386184
1752,586.78,386496
1753,287.03,387040
1754,499.07,387328
1755,546.77,387352
1756,498.79,387560
1757,581.79,387560
1758,502.58,387648
1759,439.95,388000
1760,471.79,388040
1761,461.82,388408
1762,568.75,389080
1763,378.99,389144
1764,492.35,389360
1765,499.82,389448
1766,639.82,389656
1767,481.67,389768
1768,421.79,389936
1769,507.97,390104
1770,418.94,390816
1771,446.58,390976
1772,485.39,391104
1773,397.75,391184
1774,517.73,391408
1775,439.33,391496
1776,620.33,391664
1777,553.02,391712
1778,253.10,392048
1779,528.65,392392
1780,508.83,392864
1781,499.85,392984
1782,493.95,393040
1783,499.76,393192
1784,463.20,393320
1785,435.48,393560
1786,465.38,393672
1787,473.38,394088
1788,491.18,394344
1789,497.98,394736
1790,380.40,394760
1791,393.51,394896
1792,366.05,394936
1793,694.09,395048
1794,525.07,395104
1795,645.41,396096
1796,549.08,396176
1797,317.11,396216
1798,523.31,396520
1799,433.91,396576
1800,471.20,396664
1801,493.15,396664
1802,612.22,397056
1803,362.78,397656
1804,463.73,397784
1805,393.65,398040
1806,473.15,398120
1807,508.57,398384
1808,613.14,398528
1809,362.93,398584
1810,559.31,398672
1811,489.02,399600
1812,652.07,399664
1813,381.59,399680
1814,550.58,399928
1815,551.81,400104
1816,480.89,400160
1817,540.53,400216
1818,518.19,400488
1819,473.90,401432
1820,438.56,401432
1821,415.28,401432
1822,418.44,401600
1823,481.08,401824
1824,543.83,402032
1825,457.06,402032
1826,629.49,402224
1827,542.48,403192
1828,513.68,403216
1829,417.88,403320
1830,429.11,403328
1831,499.49,403640
1832,369.70,403648
1833,456.40,403800
1834,482.07,403952
1835,232.67,404240
1836,295.56,404680
1837,561.55,404968
1838,441.15,405304
1839,760.52,405336
1840,518.18,405416
1841,513.33,405488
1842,456.56,405680
1843,483.41,406040
1844,530.48,406360
1845,531.50,406864
1846,441.67,407008
1847,478.19,407016
1848,489.59,407072
1849,510.99,407096
1850,451.40,407168
1851,463.19,407984
1852,211.21,408000
1853,506.82,408048
1854,479.92,408600
1855,420.24,408632
1856,430.37,408816
1857,409.15,408984
1858,690.23,409080
1859,396.98,409680
1860,504.89,409760
1861,505.80,409792
1862,476.87,410336
1863,500.43,410360
1864,539.26,410608
1865,506.42,410848
1866,475.30,410976
1867,325.78,411352
1868,462.36,411680
1869,822.11,411800
1870,308.93,412168
1871,539.56,412192
1872,430.04,412368
1873,448.38,412848
1874,532.97,412856
1875,410.94,412960
1876,467.68,413488
1877,525.20,413496
1878,485.93,413880
1879,501.37,413920
1880,423.91,414072
1881,501.82,414568
1882,600.27,414856
1883,519.19,414896
1884,422.56,415032
1885,532.32,415376
1886,381.93,415456
1887,541.81,415656
1888,512.38,415968
1889,539.26,416320
1890,497.48,416400
1891,416.99,416664
1892,402.24,416976
1893,439.33,417040
1894,378.36,417288
1895,445.89,417344
1896,555.24,417696
1897,388.21,417896
1898,486.66,418080
1899,432.27,418640
1900,573.98,418672
1901,496.75,418720
1902,437.82,418872
1903,387.66,418904
1904,445.71,419440
1905,494.92,419592
1906,395.18,419944
1907,468.21,420296
1908,381.64,420328
1909,453.16,420464
1910,525.81,420568
1911,516.38,420592
1912,462.17,421168
1913,416.69,421296
1914,403.50,421488
1915,495.40,421728
1916,435.44,422128
1917,506.81,422344
1918,506.49,422440
1919,501.87,422472
1920,525.36,422808
1921,533.87,422992
1922,395.13,423416
1923,732.21,423736
1924,538.23,423872
1925,408.47,424056
1926,517.82,424184
1927,439.30,424352
1928,401.97,424552
1929,563.02,424816
1930,538.31,424944
1931,441.19,425512
1932,459.86,425520
1933,354.55,425792
1934,540.10,425840
1935,437.40,425880
1936,500.41,426424
1937,526.14,426560
1938,518.42,426736
1939,355.21,427184
1940,523.65,427304
1941,515.81,427624
1942,644.68,427800
1943,672.03,427888
1944,545.26,428176
1945,461.12,428176
1946,505.59,428392
1947,387.55,428824
1948,506.82,428856
1949,407.60,429448
1950,521.20,429632
1951,454.92,429744
1952,499.41,429768
1953,306.24,429792
1954,489.16,429968
1955,480.28,430528
1956,515.05,430672
1957,490.40,431152
1958,413.87,431376
1959,564.27,431640
1960,453.14,431736
1961,583.06,431752
1962,657.85,431776
1963,536.10,432232
1964,766.78,432680
1965,549.48,432872
1966,485.19,433088
1967,485.87,433296
1968,409.37,433400
1969,521.64,433400
1970,504.88,433528
1971,496.69,433888
1972,368.17,434216
1973,483.82,434448
1974,448.06,434912
1975,390.41,434968
1976,519.78,435032
1977,473.11,435072
1978,559.95,435200
1979,507.03,435768
1980,439.14,435824
1981,365.62,436080
1982,510.27,436592
1983,393.20,436632
1984,458.94,436656
1985,557.05,436712
1986,460.07,436968
1987,461.34,437192
1988,479.22,437600
1989,533.36,437808
1990,459.65,438232
1991,435.75,438264
1992,441.99,438344
1993,442.78,438392
1994,464.08,438720
1995,457.10,439200
1996,397.28,439200
1997,514.11,439464
1998,424.57,439824
1999,510.29,439832
2000,533.83,440152
2001,564.92,440400
2002,494.37,440432
2003,527.48,440728
2004,502.88,440976
2005,418.56,441336
2006,529.87,441344
2007,217.23,441376
2008,466.53,441400
2009,434.85,441920
2010,461.47,442408
2011,464.20,442552
2012,569.99,442624
2013,304.10,442640
2014,494.63,442976
2015,498.05,443072
2016,529.04,443184
2017,364.75,443304
2018,337.29,443728
2019,433.82,444000
2020,508.40,444328
2021,490.91,444568
2022,416.69,444584
2023,304.56,444600
2024,673.06,444632
2025,353.98,444728
2026,499.36,445432
2027,351.06,446008
2028,495.83,446008
2029,465.89,446200
2030,437.09,446240
2031,395.05,446512
2032,725.91,446576
2033,683.96,446640
2034,502.40,446960
2035,188.74,447168
2036,367.89,447344
2037,468.54,447928
2038,365.92,448000
2039,361.64,448048
2040,501.53,448296
2041,466.84,448368
2042,488.06,448816
2043,364.54,448856
2044,655.42,449176
2045,316.83,449424
2046,371.14,449544
2047,473.40,449672
2048,541.26,449936
2049,606.21,450008
2050,474.43,450352
2051,727.49,450824
2052,474.71,450920
2053,484.50,451128
2054,527.10,451232
2055,537.03,451504
2056,406.11,451640
2057,514.91,451784
2058,508.65,452152
2059,472.37,452712
2060,436.13,452832
2061,493.02,453088
2062,522.82,453136
2063,512.67,453280
2064,474.34,453504
2065,488.97,453648
2066,494.40,453936
2067,301.27,453976
2068,477.76,454176
2069,404.01,454632
2070,384.76,454632
2071,508.18,454808
2072,495.72,455112
2073,477.08,455432
2074,567.40,455528
2075,513.11,455616
2076,434.54,455712
2077,410.77,456240
2078,545.44,456264
2079,494.96,456544
2080,479.89,456560
2081,502.59,457192
2082,372.30,457208
2083,461.97,457456
2084,387.35,457488
2085,478.23,458008
2086,515.38,458088
2087,406.21,458320
2088,652.41,458552
2089,291.53,458632
2090,428.43,458720
2091,542.81,459104
2092,448.63,459368
2093,365.75,459672
2094,514.39,459856
2095,436.49,459912
2096,428.17,460168
2097,479.03,460328
2098,410.92,460336
2099,484.47,460536
2100,276.35,461128
2101,768.22,461376
2102,539.69,461456
2103,506.82,461576
2104,511.58,461984
2105,501.66,462104
2106,647.40,462336
2107,529.67,462544
2108,544.04,462688
2109,381.30,462992
2110,521.02,463392
2111,675.70,463464
2112,638.05,463584
2113,476.28,463744
2114,390.48,463800
2115,467.16,464304
2116,351.26,464696
2117,387.02,464984
2118,457.05,465024
2119,483.67,465104
2120,456.76,465312
2121,459.38,465400
2122,642.29,465808
2123,346.95,466312
2124,496.94,466360
2125,530.80,466536
2126,496.57,466712
2127,539.78,466760
2128,505.24,466904
2129,459.26,467032
2130,446.22,467424
2131,420.22,467904
2132,463.92,468000
2133,353.24,468120
2134,513.97,468320
2135,542.94,468336
2136,505.69,468592
2137,466.95,468624
2138,242.76,469088
2139,696.81,469432
2140,443.00,469672
2141,564.27,469784
2142,532.25,470008
2143,446.18,470088
2144,461.16,470192
2145,402.23,470280
2146,497.05,470704
2147,472.56,471440
2148,725.33,471440
2149,792.85,471680
2150,531.80,471720
2151,514.35,471808
2152,560.55,472064
2153,534.10,472128
2154,496.47,472288
2155,504.56,473144
2156,515.88,473240
2157,517.91,473304
2158,503.56,473360
2159,624.93,473448
2160,527.61,473808
2161,388.77,474072
2162,710.62,474296
2163,466.81,474376
2164,555.90,475064
2165,566.94,475064
2166,474.57,475144
2167,451.47,475248
2168,479.76,475528
2169,478.63,475624
2170,539.47,476056
2171,605.10,476304
2172,452.53,476464
2173,508.50,476544
2174,382.40,476736
2175,414.29,477200
2176,455.88,477256
2177,497.19,477336
2178,619.67,478064
2179,501.18,478088
2180,395.80,478184
2181,466.52,478200
2182,344.93,478488
2183,472.48,478792
2184,536.57,478848
2185,391.08,479168
2186,516.28,479648
2187,466.78,479800
2188,437.23,479880
2189,430.74,480016
2190,471.09,480144
2191,410.03,480368
2192,365.66,480464
2193,503.40,480936
2194,490.39,481376
2195,385.78,481520
2196,623.47,481888
2197,474.77,481992
2198,674.67,482024
2199,553.06,482152
2200,431.54,482160
2201,631.16,482944
2202,492.35,483080
2203,554.53,483320
2204,387.67,483400
2205,406.77,483432
2206,484.40,483616
2207,460.74,483688
2208,546.47,483856
2209,528.20,484392
2210,465.82,484776
2211,496.57,484904
2212,393.27,485024
2213,436.44,485104
2214,489.89,485248
2215,510.04,485600
2216,424.74,485624
2217,493.31,486016
2218,546.12,486376
2219,430.21,486680
2220,536.32,486752
2221,374.45,486872
2222,425.83,486880
2223,207.83,486920
2224,435.51,486984
2225,489.79,487312
2226,488.63,488112
2227,445.99,488480
2228,344.43,488664
2229,559.71,488688
2230,550.49,488696
2231,520.73,488712
2232,473.72,488920
2233,533.50,488936
2234,480.24,489744
2235,462.22,490240
2236,552.69,490248
2237,504.74,490376
2238,557.65,490456
2239,499.06,490552
2240,666.43,490720
2241,515.11,490928
2242,399.87,491176
2243,494.00,491816
2244,549.40,492112
2245,609.92,492256
2246,300.73,492264
2247,523.61,492312
2248,495.34,492400
2249,544.14,492528
2250,486.95,492712
2251,521.01,493312
2252,332.79,493824
2253,523.32,493952
2254,477.34,493952
2255,425.42,493992
2256,481.54,494008
2257,362.76,494200
2258,357.52,494536
2259,541.36,494960
2260,329.22,495512
2261,422.42,495608
2262,533.48,495640
2263,546.58,495640
2264,478.90,495664
2265,534.89,495856
2266,554.23,496280
2267,425.98,496640
2268,350.89,496712
2269,504.39,497248
2270,344.96,497296
2271,533.40,497568
2272,552.96,497648
2273,508.25,497648
2274,520.92,498056
2275,495.43,498264
2276,414.48,498712
2277,477.80,498896
2278,502.67,499272
2279,727.53,499304
2280,465.93,499400
2281,463.16,499632
2282,585.96,500064
2283,791.18,500272
2284,512.79,500328
2285,537.38,500720
2286,496.48,500928
2287,551.18,501104
2288,486.59,501160
2289,537.11,501328
2290,408.59,501768
2291,525.84,502072
2292,358.23,502248
2293,535.89,502560
2294,493.45,502616
2295,490.34,502696
2296,511.13,502864
2297,520.08,503056
2298,799.32,503776
2299,468.45,503864
2300,383.33,503888
2301,462.74,503968
2302,415.97,504464
2303,368.18,504512
2304,429.51,504704
2305,525.72,504936
2306,447.71,505432
2307,536.32,505480
2308,476.80,505488
2309,442.21,505496
2310,536.47,506312
2311,370.34,506328
2312,533.53,506392
2313,528.51,506536
2314,420.43,506960
2315,345.81,507120
2316,519.81,507264
2317,722.49,507440
2318,493.56,507784
