episode,reward,timestep,avg_reward_20,policy_loss,value_loss
1,369.42579304481023,1992,369.42579304481023,-0.046850372726476054,220.80678347349166
2,433.4576197568241,1992,401.44170640081717,-0.06177681680164824,33.245637948066
3,329.72857975256255,1992,377.53733085139896,-0.06266992069104163,29.791652672737836
4,415.4410335112464,1992,387.0132565163608,-0.05199736836948432,29.587226165272295
5,402.94901463631646,1992,390.2004081403519,-0.057162212433468085,25.49555702395737
6,245.7507422155015,1992,366.1254638195435,-0.05015369490465673,26.499254838936032
7,550.8164193349569,1992,392.50988603603116,-0.03480756741373625,25.1352155668661
8,188.39056695656927,1992,366.9949711510984,-0.03619437082343211,27.344687098637223
9,138.5395945400703,2952,341.61104041653977,-0.029698244957035057,25.70502744950354
10,235.62287622714797,3752,331.0122239976006,-0.020181097978456818,27.64810034763068
11,133.39427493734664,3920,313.0469559012139,-0.008859227681023185,25.935840914398433
12,292.20249320417486,3928,311.3099173431273,-0.0031529458990917194,26.8500456280075
13,142.76404374479912,4000,298.3448501432559,-0.02085251810385671,28.3107973895967
14,520.2377034233864,4000,314.19433966326517,-0.0040086687251459805,26.222679096926004
15,234.07801767105525,4000,308.8532515304512,0.0013794275542750255,27.698978848010302
16,311.4792180857276,4000,309.017374440156,0.002303453645799891,26.342444207239897
17,183.61841491518683,4792,301.64096505633427,0.009679104837778141,28.581765996292233
18,79.98005638654837,5016,289.32647013023507,-0.0019472531655992497,26.669443723466248
19,208.5261946805407,5760,285.07382405393537,0.0033392103479854994,23.752200203202666
20,474.44259937862444,5936,294.5422628201698,0.008185169529861014,24.629661740548908
21,216.84951386495584,6008,286.913448861177,0.005516690364311216,23.99674894902855
22,467.1001256047632,6008,288.59557415357403,-0.005555809283941926,26.09764145379886
23,402.2911238687942,6008,292.2237013593856,0.005079984472104115,22.929386964067817
24,436.6818447321824,6008,293.2857419204324,0.01257468982366845,25.77143655642867
25,128.30256242291628,6376,279.5534193097624,0.00819615908403648,24.59065667865798
26,324.2710919673427,6512,283.4794367973544,0.011401426250085934,23.803772201482207
27,223.17623124782935,7176,267.09742739299816,0.011303751440937048,23.17928957287222
28,499.05024633734234,7944,282.6304113620368,0.009330180206598015,27.594553054869174
29,184.92909811397575,7976,284.94988654073205,-0.004204700719128596,25.99524377156049
30,371.4958372907961,8016,291.7435345939144,0.012847573882754659,21.67833176255226
31,344.6922046884206,8016,302.3084310814681,-0.004020085994125111,24.49746472798288
32,380.71988775969464,8016,306.7343008092441,-0.004020085994125111,24.49746472798288
33,412.91851520877754,8384,320.242024382443,-0.004020085994125111,24.49746472798288
34,384.07735509832986,8520,313.4340069661902,-0.004020085994125111,24.49746472798288
35,517.4690004630685,9184,327.60355610579086,-0.004020085994125111,24.49746472798288
36,153.60419968301812,9256,319.7098051856554,-0.004020085994125111,24.49746472798288
37,289.73552464813156,9616,325.0156606723026,-0.004020085994125111,24.49746472798288
38,444.24723800387085,9952,343.2290197531687,-0.004020085994125111,24.49746472798288
39,389.77759709954296,10024,352.2915898741188,-0.004020085994125111,24.49746472798288
40,537.6014353104738,10024,355.4495316707113,-0.004020085994125111,24.49746472798288
41,347.35871232075067,10392,361.97499159350104,-0.004020085994125111,24.49746472798288
42,276.3563405962215,10528,352.43780234307394,-0.004020085994125111,24.49746472798288
43,184.16585944788426,10936,341.53153912202845,-0.004020085994125111,24.49746472798288
44,11.27294378894208,11064,320.2610940748665,-0.004020085994125111,24.49746472798288
45,482.2125057718995,11192,337.9565912423156,-0.004020085994125111,24.49746472798288
46,149.29455552295585,11216,329.2077644200963,-0.004020085994125111,24.49746472798288
47,206.73394289366635,11280,328.38565000238816,-0.004020085994125111,24.49746472798288
48,354.8333884683981,11624,321.17480710894097,-0.004020085994125111,24.49746472798288
49,118.887179204137,11872,317.872711163449,-0.004020085994125111,24.49746472798288
50,269.3022604050726,11912,312.76303231916285,-0.004020085994125111,24.49746472798288
51,118.33622422899771,12712,301.44523329619176,-0.004020085994125111,24.49746472798288
52,163.12144126140822,12720,290.5653109712774,-0.004020085994125111,24.49746472798288
53,458.1778723440091,12944,292.828278828039,-0.004020085994125111,24.49746472798288
54,367.87011849645154,13200,292.017916997945,-0.004020085994125111,24.49746472798288
55,276.0651644144046,13288,279.9477251955118,-0.004020085994125111,24.49746472798288
56,139.95797643826273,13528,279.265414033274,-0.004020085994125111,24.49746472798288
57,280.25998494941143,13632,278.79163704833803,-0.004020085994125111,24.49746472798288
58,144.98678508134313,13880,263.82861440221166,-0.004020085994125111,24.49746472798288
59,67.24606082649055,14216,247.7020375885591,-0.004020085994125111,24.49746472798288
60,116.62296626024846,14312,226.6531141360478,-0.004020085994125111,24.49746472798288
61,173.99376216971442,14696,217.98486662849595,-0.004020085994125111,24.49746472798288
62,534.5941211018423,14720,230.896755653777,-0.004020085994125111,24.49746472798288
63,516.0860936057567,14952,247.49276736167067,-0.004020085994125111,24.49746472798288
64,181.61228068098833,15184,256.0097342062729,-0.004020085994125111,24.49746472798288
65,328.13072839765175,15208,248.30564533756055,-0.004020085994125111,24.49746472798288
66,159.94985099729453,15864,248.8384101112775,-0.004020085994125111,24.49746472798288
67,564.6399510852925,15888,266.73371052085884,-0.004020085994125111,24.49746472798288
68,332.9174967099496,16208,265.6379159329364,-0.004020085994125111,24.49746472798288
69,417.80035300935833,16224,280.5835746231975,-0.004020085994125111,24.49746472798288
70,427.92415794201213,16320,288.5146695000445,-0.004020085994125111,24.49746472798288
71,519.215230043749,16728,308.558619790782,-0.004020085994125111,24.49746472798288
72,164.92225048622112,17192,308.64866025202264,-0.004020085994125111,24.49746472798288
73,332.7615462282797,17216,302.3778439462361,-0.004020085994125111,24.49746472798288
74,73.76416705079534,17336,287.6725463739534,-0.004020085994125111,24.49746472798288
75,419.2249215391878,17872,294.8305342301925,-0.004020085994125111,24.49746472798288
76,507.51775806702756,17896,313.20852331163076,-0.004020085994125111,24.49746472798288
77,410.4426858310694,17984,319.7176583557137,-0.004020085994125111,24.49746472798288
78,501.42923572484824,18328,337.5397808878889,-0.004020085994125111,24.49746472798288
79,212.8998112913565,18496,344.82246841113226,-0.004020085994125111,24.49746472798288
80,172.2056402219152,19200,347.60160210921555,-0.004020085994125111,24.49746472798288
81,295.54254448754034,19224,353.67904122510686,-0.004020085994125111,24.49746472798288
82,416.93451591755195,19344,347.7960609658923,-0.004020085994125111,24.49746472798288
83,172.4282658828358,19360,330.6131695797462,-0.004020085994125111,24.49746472798288
84,97.77272302270025,19704,326.4211916968319,-0.004020085994125111,24.49746472798288
85,266.27478148572743,19824,323.32839435123566,-0.004020085994125111,24.49746472798288
86,162.19875624802626,19960,323.44083961377225,-0.004020085994125111,24.49746472798288
87,320.09449939370086,20168,311.21356702919263,-0.004020085994125111,24.49746472798288
88,389.55848318416867,20504,314.04561635290366,-0.004020085994125111,24.49746472798288
89,136.16485076704788,20880,299.9638412407881,-0.004020085994125111,24.49746472798288
90,250.85647461032923,21008,291.11045707420396,-0.004020085994125111,24.49746472798288
91,293.96200679385544,21232,279.8477959117093,-0.004020085994125111,24.49746472798288
92,457.4618744811127,21712,294.4747771114538,-0.004020085994125111,24.49746472798288
93,327.7343720478498,21832,294.22341840243234,-0.004020085994125111,24.49746472798288
94,282.4875907049268,21968,304.6595895851389,-0.004020085994125111,24.49746472798288
95,148.63224939968805,22160,291.1299559781638,-0.004020085994125111,24.49746472798288
96,407.79520018902645,22512,286.14382808426376,-0.004020085994125111,24.49746472798288
97,407.1013108065023,22616,285.97675933303543,-0.004020085994125111,24.49746472798288
98,315.9517414950616,23016,276.70288462154616,-0.004020085994125111,24.49746472798288
99,276.7172213656939,23240,279.89375512526306,-0.004020085994125111,24.49746472798288
100,146.38771184656432,23512,278.6028587064955,-0.004020085994125111,24.49746472798288
101,510.1016394658529,23720,289.3308134554111,-0.004020085994125111,24.49746472798288
102,179.57602682991984,23920,277.46288900102957,-0.004020085994125111,24.49746472798288
103,96.65925148846293,23928,273.6744382813109,-0.004020085994125111,24.49746472798288
104,428.9855931283683,23976,290.23508178659426,-0.004020085994125111,24.49746472798288
105,257.86406812287316,24136,289.81454611845163,-0.004020085994125111,24.49746472798288
106,336.86897633852044,24520,298.5480571229763,-0.004020085994125111,24.49746472798288
107,322.6159792981957,25024,298.67413111820105,-0.004020085994125111,24.49746472798288
108,98.47666229478328,25200,284.12004007373173,-0.004020085994125111,24.49746472798288
109,110.46569716741996,25376,282.8350823937503,-0.004020085994125111,24.49746472798288
110,487.13377045971936,25728,294.6489471862199,-0.004020085994125111,24.49746472798288
111,439.74420751484615,25936,301.93805722226944,-0.004020085994125111,24.49746472798288
112,387.704127571214,25984,298.45016987677445,-0.004020085994125111,24.49746472798288
113,221.61559126227155,26104,293.1442308374955,-0.004020085994125111,24.49746472798288
114,385.0195504916405,26144,298.27082882683123,-0.004020085994125111,24.49746472798288
115,251.67292238237187,26960,303.4228624759654,-0.004020085994125111,24.49746472798288
116,538.3644577852956,27032,309.9513253557789,-0.004020085994125111,24.49746472798288
117,448.6950120241922,27384,312.0310104166634,-0.004020085994125111,24.49746472798288
118,286.55014998473536,27736,310.56093084114707,-0.004020085994125111,24.49746472798288
119,336.4667592801123,27944,313.54840773686794,-0.004020085994125111,24.49746472798288
120,503.2893099652608,27992,331.3934876428028,-0.004020085994125111,24.49746472798288
121,137.2183081492614,28048,312.7493210769732,-0.004020085994125111,24.49746472798288
122,271.87043033966034,28112,317.3640412524603,-0.004020085994125111,24.49746472798288
123,366.52867390620474,28152,330.8575123733474,-0.004020085994125111,24.49746472798288
124,135.19829505734498,28664,316.16814746979617,-0.004020085994125111,24.49746472798288
125,137.37048726562642,28816,310.14346842693385,-0.004020085994125111,24.49746472798288
126,318.06640916643244,28968,309.2033400683294,-0.004020085994125111,24.49746472798288
127,180.48428294241438,29448,302.09675525054035,-0.004020085994125111,24.49746472798288
128,425.3546986987778,29744,318.4406570707401,-0.004020085994125111,24.49746472798288
129,165.00495328580007,29840,321.1676198766591,-0.004020085994125111,24.49746472798288
130,347.91968515654366,30000,314.20691561150034,-0.004020085994125111,24.49746472798288
131,524.812524540873,30056,318.4603314628017,-0.004020085994125111,24.49746472798288
132,367.018648997045,30672,317.4260575340933,-0.004020085994125111,24.49746472798288
133,123.62801147504095,30712,312.5266785447317,-0.004020085994125111,24.49746472798288
134,408.8923369560036,30824,313.7203178679498,-0.004020085994125111,24.49746472798288
135,277.28845976399595,30976,315.00109473703105,-0.004020085994125111,24.49746472798288
136,258.81117358742665,31600,301.0234305271375,-0.004020085994125111,24.49746472798288
137,198.2570848102779,31672,288.5015341664419,-0.004020085994125111,24.49746472798288
138,261.62085727253213,31848,287.2550695308317,-0.004020085994125111,24.49746472798288
139,405.19185207641266,32008,290.69132417064674,-0.004020085994125111,24.49746472798288
140,210.22877646009647,32200,276.0382974953885,-0.004020085994125111,24.49746472798288
141,514.1072365556239,32720,294.8827439157066,-0.004020085994125111,24.49746472798288
142,244.23181697533192,32736,293.50081324749027,-0.004020085994125111,24.49746472798288
143,435.1125037562997,32832,296.930004739995,-0.004020085994125111,24.49746472798288
144,264.3026502597619,33288,303.38522250011584,-0.004020085994125111,24.49746472798288
145,345.4052231017954,33680,313.7869592919243,-0.004020085994125111,24.49746472798288
146,254.7559721637074,33784,310.6214374417881,-0.004020085994125111,24.49746472798288
147,191.41296168692,33808,311.16787137901326,-0.004020085994125111,24.49746472798288
148,363.54748904662796,34208,308.07751089640584,-0.004020085994125111,24.49746472798288
149,376.36390443413916,34360,318.6454584538227,-0.004020085994125111,24.49746472798288
150,134.5409988025215,34440,307.9765241361216,-0.004020085994125111,24.49746472798288
151,331.1645510824091,34728,298.2941254631984,-0.004020085994125111,24.49746472798288
152,417.07090962957466,34840,300.7967384948249,-0.004020085994125111,24.49746472798288
153,184.34925592447527,35048,303.83280071729666,-0.004020085994125111,24.49746472798288
154,212.78620334102243,35184,294.02749403654764,-0.004020085994125111,24.49746472798288
155,149.1285375290976,35536,287.6194979248027,-0.004020085994125111,24.49746472798288
156,358.8636825584514,35688,292.62212337335393,-0.004020085994125111,24.49746472798288
157,107.3151362497468,35888,288.0750259453274,-0.004020085994125111,24.49746472798288
158,335.19923907738774,36216,291.75394503557015,-0.004020085994125111,24.49746472798288
159,294.02508926344495,36368,286.19560689492175,-0.004020085994125111,24.49746472798288
160,256.4042878124736,36848,288.5043824625406,-0.004020085994125111,24.49746472798288
161,444.1419633942792,37056,285.00611880447343,-0.004020085994125111,24.49746472798288
162,161.4950702076048,37176,280.86928146608705,-0.004020085994125111,24.49746472798288
163,67.459011191555,37184,262.48660683784976,-0.004020085994125111,24.49746472798288
164,259.4547125761544,37192,262.2442099536694,-0.004020085994125111,24.49746472798288
165,152.10913076820117,37216,252.5794053369897,-0.004020085994125111,24.49746472798288
166,133.23825358713472,37648,246.50351940816108,-0.004020085994125111,24.49746472798288
167,474.90822524042926,38224,260.67828258583654,-0.004020085994125111,24.49746472798288
168,131.73786682846765,38368,249.08780147492854,-0.004020085994125111,24.49746472798288
169,240.61887219214813,38608,242.30054986282897,-0.004020085994125111,24.49746472798288
170,583.8635841616898,38856,264.76667913078734,-0.004020085994125111,24.49746472798288
171,296.6643788063738,39192,263.0416705169856,-0.004020085994125111,24.49746472798288
172,430.66240853030945,39200,263.72124546202235,-0.004020085994125111,24.49746472798288
173,295.811184903987,39224,269.29434191099796,-0.004020085994125111,24.49746472798288
174,255.0912697561827,39280,271.409595231756,-0.004020085994125111,24.49746472798288
175,162.8322355263135,39560,272.09478013161674,-0.004020085994125111,24.49746472798288
176,131.41933158039683,39944,260.72256258271403,-0.004020085994125111,24.49746472798288
